Algorithm,Time_s,Altitude_m,Longitude_rad,Latitude_rad,Longitude_deg,Latitude_deg,Velocity_mps,FlightPath_rad,FlightPath_deg,Azimuth_rad,Azimuth_deg,HeatLoad_Jm2,PositionX_km,PositionY_km,PositionZ_km,ReferenceAltitude_m,ReferenceLongitude_rad,ReferenceLatitude_rad,ReferenceLongitude_deg,ReferenceLatitude_deg,ReferenceVelocity_mps,ReferenceFlightPath_rad,ReferenceFlightPath_deg,ReferenceAzimuth_rad,ReferenceAzimuth_deg,ReferencePositionX_km,ReferencePositionY_km,ReferencePositionZ_km,PositionErrorX_km,PositionErrorY_km,PositionErrorZ_km,PositionErrorNorm_km,AtmosphericDensity_kgm3,BankAngle_rad,BankAngle_deg,AngleOfAttack_rad,AngleOfAttack_deg,ReferenceBankAngle_rad,ReferenceBankAngle_deg,ReferenceAngleOfAttack_rad,ReferenceAngleOfAttack_deg,HeatRate_Wm2
MPg,102.49999999999845,104492.05403361228,0.11378076448635355,8.272098479594064e-12,6.519157594840061,4.73956330597325e-10,7226.855395896181,-0.03795868075793623,-2.174872203314195,1.570796326187911,89.99999996522229,16.902145571025127,6440.712044987097,736.0080201729122,5.3624945941643746e-8,104491.1180531706,0.11378073959411315,1.1964218899603973e-11,6.519156168619743,6.854992481179617e-10,7226.846572973482,-0.03796243909350766,-2.1750875400804315,1.5707963259631814,89.99999995234623,6440.7111333796365,736.0077535822488,7.755958184911588e-8,0.0009116074606936309,0.0002665906633865234,-2.3934635907472138e-8,0.0009497887895579854,2.1031776760426652e-7,0.0001347920016493723,0.007723012806629464,-0.00014299864430502858,-0.008193218794770602,0.00013741235784125365,0.007873148157245238,-0.00013945571666018622,-0.007990223993600911,0.6328398858848769
MPg,102.49999999999845,104492.05403361228,0.11378076448635355,8.272098479594064e-12,6.519157594840061,4.73956330597325e-10,7226.855395896181,-0.03795868075793623,-2.174872203314195,1.570796326187911,89.99999996522229,16.902145571025127,6440.712044987097,736.0080201729122,5.3624945941643746e-8,104491.1180531706,0.11378073959411315,1.1964218899603973e-11,6.519156168619743,6.854992481179617e-10,7226.846572973482,-0.03796243909350766,-2.1750875400804315,1.5707963259631814,89.99999995234623,6440.7111333796365,736.0077535822488,7.755958184911588e-8,0.0009116074606936309,0.0002665906633865234,-2.3934635907472138e-8,0.0009497887895579854,2.1031776760426652e-7,0.0001347920016493723,0.007723012806629464,-0.00014299864430502858,-0.008193218794770602,0.00013741235784125365,0.007873148157245238,-0.00013945571666018622,-0.007990223993600911,0.6328398858848769
MPg,102.59999999999845,104464.62121581036,0.1138921649691776,8.340036595433243e-12,6.525540372341598,4.778488979029808e-10,7226.891283849918,-0.03797847445823958,-2.1760062988025237,1.5707963261821727,89.9999999648935,16.96542885058129,6440.60275828495,736.7223964032423,5.406513475455473e-8,104463.68976838293,0.11389213947027223,1.20568720406735e-11,6.525538911361938,6.908078820598757e-10,7226.882427059065,-0.03798224358516658,-2.17622225386789,1.5707963259559272,89.9999999519306,6440.601851657706,736.7221263195773,7.815988700731917e-8,0.0009066272441486944,0.00027008366498648684,-2.4094752252764437e-8,0.000946001134516099,2.115103685562457e-7,0.0001347920016493723,0.007723012806629464,-0.00014299864430502858,-0.008193218794770602,0.00013806742803895383,0.007910680914858258,-0.00013999627763849572,-0.008021195856227507,0.6358277435714544
MPg,102.59999999999845,104464.62121581036,0.1138921649691776,8.340036595433243e-12,6.525540372341598,4.778488979029808e-10,7226.891283849918,-0.03797847445823958,-2.1760062988025237,1.5707963261821727,89.9999999648935,16.96542885058129,6440.60275828495,736.7223964032423,5.406513475455473e-8,104463.68976838293,0.11389213947027223,1.20568720406735e-11,6.525538911361938,6.908078820598757e-10,7226.882427059065,-0.03798224358516658,-2.17622225386789,1.5707963259559272,89.9999999519306,6440.601851657706,736.7221263195773,7.815988700731917e-8,0.0009066272441486944,0.00027008366498648684,-2.4094752252764437e-8,0.000946001134516099,2.115103685562457e-7,0.0001347920016493723,0.007723012806629464,-0.00014299864430502858,-0.008193218794770602,0.00013806742803895383,0.007910680914858258,-0.00013999627763849572,-0.008021195856227507,0.6358277435714544
MPg,102.69999999999844,104437.17396745492,0.11400356639311113,8.40861635193761e-12,6.531923203764737,4.817782285107159e-10,7226.927190207413,-0.03799826781896491,-2.1771403748344653,1.5707963261764017,89.99999996456286,17.02901091219678,6440.493377318213,737.4367618379738,5.4509479201871184e-8,104436.26148359526,0.11400353934643129,1.2149525181743027e-11,6.531921654104132,6.961165160017899e-10,7226.918281144647,-0.0380020480768255,-2.177356967655348,1.5707963259486726,89.99999995151494,6440.492490702836,737.4364838428104,7.876018708288898e-8,0.0008866153766575735,0.0002779951634011013,-2.4250707881017794e-8,0.0009291760530643011,2.1271049887533836e-7,0.00013872241474300904,0.007948208888637806,-0.0001466342848395448,-0.00840152565322507,0.00013872249823665395,0.007948213672471276,-0.0001405368386168052,-0.008052167718854104,0.6388316332973547
MPg,102.69999999999844,104437.17396745492,0.11400356639311113,8.40861635193761e-12,6.531923203764737,4.817782285107159e-10,7226.927190207413,-0.03799826781896491,-2.1771403748344653,1.5707963261764017,89.99999996456286,17.02901091219678,6440.493377318213,737.4367618379738,5.4509479201871184e-8,104436.26148359526,0.11400353934643129,1.2149525181743027e-11,6.531921654104132,6.961165160017899e-10,7226.918281144647,-0.0380020480768255,-2.177356967655348,1.5707963259486726,89.99999995151494,6440.492490702836,737.4364838428104,7.876018708288898e-8,0.0008866153766575735,0.0002779951634011013,-2.4250707881017794e-8,0.0009291760530643011,2.1271049887533836e-7,0.00013872241474300904,0.007948208888637806,-0.0001466342848395448,-0.00840152565322507,0.00013872249823665395,0.007948213672471276,-0.0001405368386168052,-0.008052167718854104,0.6388316332973547
MPg,102.69999999999844,104437.17396745492,0.11400356639311113,8.40861635193761e-12,6.531923203764737,4.817782285107159e-10,7226.927190207413,-0.03799826781896491,-2.1771403748344653,1.5707963261764017,89.99999996456286,17.02901091219678,6440.493377318213,737.4367618379738,5.4509479201871184e-8,104436.26148359526,0.11400353934643129,1.2149525181743027e-11,6.531921654104132,6.961165160017899e-10,7226.918281144647,-0.0380020480768255,-2.177356967655348,1.5707963259486726,89.99999995151494,6440.492490702836,737.4364838428104,7.876018708288898e-8,0.0008866153766575735,0.0002779951634011013,-2.4250707881017794e-8,0.0009291760530643011,2.1271049887533836e-7,0.00013872241474300904,0.007948208888637806,-0.0001466342848395448,-0.00840152565322507,0.00013872249823665395,0.007948213672471276,-0.0001405368386168052,-0.008052167718854104,0.6388316332973547
MPg,102.69999999999844,104437.17396745492,0.11400356639311113,8.40861635193761e-12,6.531923203764737,4.817782285107159e-10,7226.927190207413,-0.03799826781896491,-2.1771403748344653,1.5707963261764017,89.99999996456286,17.02901091219678,6440.493377318213,737.4367618379738,5.4509479201871184e-8,104436.26148359526,0.11400353934643129,1.2149525181743027e-11,6.531921654104132,6.961165160017899e-10,7226.918281144647,-0.0380020480768255,-2.177356967655348,1.5707963259486726,89.99999995151494,6440.492490702836,737.4364838428104,7.876018708288898e-8,0.0008866153766575735,0.0002779951634011013,-2.4250707881017794e-8,0.0009291760530643011,2.1271049887533836e-7,0.00013872241474300904,0.007948208888637806,-0.0001466342848395448,-0.00840152565322507,0.00013872249823665395,0.007948213672471276,-0.0001405368386168052,-0.008052167718854104,0.6388316332973547
MPg,102.79999999999843,104409.7122885891,0.11411496875865068,8.477850818390396e-12,6.538306089137927,4.857450712353006e-10,7226.963114962702,-0.038018060842614027,-2.178274431553362,1.5707963261704287,89.99999996422063,17.092893359054276,6440.383902087125,738.1511164664213,5.495806395002979e-8,104408.83319880757,0.11411493922259036,1.2242178322812556e-11,6.5383043968463275,7.014251499437042e-10,7226.954135230229,-0.03802185256848442,-2.1784916814428064,1.5707963259414182,89.99999995109928,6440.383050517056,738.1508261431603,7.93604820758253e-8,0.000851570068334695,0.00029032326096967154,-2.4402418125795507e-8,0.000899699493019252,2.1391820685773391e-7,0.00013872241474307048,0.007948208888641327,-0.00014663428483960162,-0.008401525653228324,0.00013937756843435413,0.007985746430084296,-0.00014107739959511465,-0.008083139581480698,0.6418516412140907
MPg,102.79999999999843,104409.7122885891,0.11411496875865068,8.477850818390396e-12,6.538306089137927,4.857450712353006e-10,7226.963114962702,-0.038018060842614027,-2.178274431553362,1.5707963261704287,89.99999996422063,17.092893359054276,6440.383902087125,738.1511164664213,5.495806395002979e-8,104408.83319880757,0.11411493922259036,1.2242178322812556e-11,6.5383043968463275,7.014251499437042e-10,7226.954135230229,-0.03802185256848442,-2.1784916814428064,1.5707963259414182,89.99999995109928,6440.383050517056,738.1508261431603,7.93604820758253e-8,0.000851570068334695,0.00029032326096967154,-2.4402418125795507e-8,0.000899699493019252,2.1391820685773391e-7,0.00013872241474307048,0.007948208888641327,-0.00014663428483960162,-0.008401525653228324,0.00013937756843435413,0.007985746430084296,-0.00014107739959511465,-0.008083139581480698,0.6418516412140907
